id,date,split,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,circumplex.arousal_was_missing_originally,circumplex.valence_was_missing_originally,target_next_obs_mood,target_class
AS14.02,2014-04-16,train,2.0278015505911005,-0.7032582098335721,-1.282708187181978,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,3.8410926619498253,0.07757207207551944,0.2614207660148784,-0.5226396963246036,-1.6876318955747664,1.0,0.1665642601029784,0.1665642601029784,6.5,6
AS14.02,2014-04-17,train,3.1427800075866603,-0.7536950582995633,-1.3292524131594148,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,1.9953728114025067,0.32247731982212563,-1.9548711403068204,-0.7361708092356029,-1.6962007963373444,7.0,0.1665642601029784,0.1665642601029784,6.5,6
AS14.02,2014-04-18,train,3.1427800075866603,-0.7536950582995633,-1.3292524131594148,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,-0.15796701423603182,0.297386859974474,-1.9626547173894993,-0.7361708092356029,-1.6962007963373444,,0.1665642601029784,0.1665642601029784,5.666666666666667,6
AS14.02,2014-04-19,train,3.428323270963567,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,-0.7732069644184714,-1.201974733240841,-1.8569028091687947,-1.8038263737905968,-1.6255252656478665,,0.1665642601029784,0.1665642601029784,5.0,5
AS14.02,2014-04-20,train,3.428323270963567,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,1.6877528363112868,-0.4500739904617273,-1.5686214278827597,-2.6579508254345927,-1.6255252656478665,3.0,0.1665642601029784,0.1665642601029784,5.5,6
AS14.02,2014-04-21,train,3.428323270963567,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.8604627686579207,,,,,1.380132861220067,-0.46109393787295067,-2.3251834088312107,-2.017357486701596,-1.6255252656478665,,0.1665642601029784,0.1665642601029784,5.666666666666667,6
AS14.02,2014-04-22,train,-0.6284306637269749,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.7759815254097489,,,,,3.5334726868586057,-1.7901459560116169,-2.1241669760665713,-1.8038263737905968,-1.7098219229659926,2.0,0.1665642601029784,0.1665642601029784,5.5,6
AS14.02,2014-04-23,train,0.01928635105554991,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.7759815254097489,,,,,1.0725128861288473,0.6484690163618488,0.6821490381508587,-2.017357486701596,-1.7098219229659926,1.0,0.1665642601029784,0.1665642601029784,7.0,7
AS14.02,2014-04-24,train,-1.0151800246406772,-0.7439013896193651,-1.2996694351789517,-0.8291336468102798,,,,-0.523735642719209,-0.7759815254097489,,,,,1.0725128861288473,-0.05689533849225386,-1.1415237128940676,-0.0955774705026063,-1.7098219229659926,,0.1665642601029784,0.1665642601029784,9.0,9
AS14.03,2014-03-20,train,0.4825310516799199,-0.6890045022554637,-0.7328650270174129,-0.47123595235423754,,,,0.18046201572949658,-0.873073642209868,,,,,2.3029927864937263,1.6719232158600752,2.7724880579750932,2.4667958844293802,-1.0199499449512186,1.0,0.1665642601029784,0.1665642601029784,9.0,9
