id,date,split,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,circumplex.arousal_was_missing_originally,circumplex.valence_was_missing_originally,target_next_obs_mood,target_class
AS14.07,2014-04-09,train,-0.6686144805606735,0.039194687584172286,-0.2841302522164711,-0.07503662598071599,,,,-0.15190548735416143,-0.23696256350716574,,,6.038,,-0.4655869893272516,-1.2728478504683067,-0.3771196906558983,-0.8642894769822017,-0.44911515141002484,2.0,0.1665642601029784,0.1665642601029784,6.2,6
AS14.07,2014-04-10,train,-0.3997411036831456,-0.19665667663009975,-0.6541967866089178,2.1477585981926652,,,,-0.4453247781453704,-0.15497219064739834,22.179,,,,0.7648929110376276,0.7516917024832585,-1.0617191130358912,-1.1205268124754006,-1.0068401850439255,4.0,0.1665642601029784,0.1665642601029784,3.5,4
AS14.07,2014-04-11,train,-0.688729396828289,-0.4902910495488933,-0.8130115647711609,2.1477585981926652,,,,-0.44940102782873015,-0.7929832965752132,200.151,,,,0.7648929110376276,0.77132559600271,-2.7655678768411893,-4.579730841633583,-0.715376613404671,1.0,0.1665642601029784,0.1665642601029784,6.4,6
AS14.07,2014-04-12,train,0.11738017768654317,0.24127649349264185,1.0385490477278545,5.072100926847329,,,,0.08872676273982023,0.7459672326461979,116.79,72.282,,,-0.4655869893272516,0.20113728156033253,-0.020206886379231407,-0.8642894769822017,0.6188319942853501,10.0,0.1665642601029784,0.1665642601029784,6.5,6
AS14.07,2014-04-13,train,-1.1885543687618618,-0.10556937855126121,-0.0034530202006840733,-0.25394195961529387,,,,-0.44112286373188786,0.505707597978718,,,,,0.4572729359464078,-0.2112896922762074,0.5514268231236907,-0.7361708092356029,0.038117710833871415,,0.1665642601029784,0.1665642601029784,6.2,6
AS14.07,2014-04-14,train,-1.0259566764544843,-0.08100947948561538,-0.22139373129664855,-0.11125766348577988,,,,-0.24737533904217612,-0.5963050828857106,,,,,-0.4655869893272516,0.023759516716180363,-0.6141048767972966,-1.1205268124754006,-0.9598147623392811,1.0,0.1665642601029784,0.1665642601029784,6.0,6
AS14.07,2014-04-15,train,-1.1570177043207943,-0.37254408402351274,0.16608111682218274,-0.11209892629234909,,,,-0.32229900735510575,0.33772985008786055,,,,,-0.4655869893272516,-1.2790713293780662,-0.6169639445263806,-1.3767641479685995,0.7407912727770991,,0.1665642601029784,0.1665642601029784,4.75,5
AS14.07,2014-04-16,train,-0.33294605807460903,-0.04622456866787347,0.1257098041257014,-0.11209892629234909,,,,0.9826703096283882,0.16588881716263623,33.254,22.088,,,-0.4655869893272516,-1.6828442890085311,-1.5182643866294177,-2.978247494801091,0.2917454631750519,8.0,0.1665642601029784,0.1665642601029784,3.8,4
AS14.07,2014-04-17,train,-0.21711527226519134,0.25867561290964575,-0.746762384548822,1.7912726781016701,,,,-0.3114996946101738,-0.16329582328114295,,,,,-0.7732069644184714,-1.6154997595490477,-2.187745491448748,-4.195374838393785,-0.5959315952564214,,0.1665642601029784,0.1665642601029784,5.2,5
AS14.07,2014-04-18,train,-0.8931208291750053,0.3325612885397933,-0.2291530892516852,0.7657572007480652,,,,-0.04586016322174619,-0.21885373883574383,,,,,-0.7732069644184714,-1.2792342248153916,-2.111213163029017,-2.4017134899413937,-0.5962905678827862,2.0,0.1665642601029784,0.1665642601029784,7.0,7
AS14.07,2014-04-19,train,-1.3144948516634922,-0.6207965615548486,-0.9908262106564925,-0.6375706923274362,,,,-0.23485599030368776,-0.5150568919643941,,,,,-0.7732069644184714,0.22081477245503214,-0.1338597796047341,-0.0955774705026063,-0.802861451558179,,0.1665642601029784,0.1665642601029784,3.0,3
AS14.07,2014-04-20,train,-0.5157430544300152,-0.6353943742802014,-0.6651954551062021,-0.8381055051324463,,,,-0.5674826768932242,-0.5223823106222614,,84.347,,,-0.7732069644184714,-1.8950662303983097,-2.4412058314863585,-5.220324180366579,-1.3913120328236166,,0.1665642601029784,0.1665642601029784,6.6,7
AS14.07,2014-04-21,train,-0.754567377585142,0.0810095211635755,1.1868658710097542,0.8740399722242715,,,,-0.22477924975696215,0.3887279076155819,734.992,77.473,,,-0.7732069644184714,-0.8656150134211477,-0.5208002643380738,-0.608052141489004,-0.7655931205165506,,0.1665642601029784,0.1665642601029784,6.0,6
AS14.07,2014-04-22,train,-0.4757995255767827,-0.27306255897245935,-0.5780823559575731,1.7995483189287447,,,,-0.13433598727386123,-0.7942126649816417,,,,,-0.7732069644184714,0.21033979752256,-0.40409769300091325,-1.3767641479685995,-0.5612921821388384,2.0,0.1665642601029784,0.1665642601029784,6.0,6
AS14.07,2014-04-23,train,-0.6248651443223538,-0.09537344610738312,0.475487218386815,-0.06503172271791575,,,,-0.011310216483596543,0.024414013129759507,81.312,412.628,,,0.4572729359464078,-0.7185876896802471,-1.653346848149118,-1.3767641479685995,0.08286544595928359,,0.1665642601029784,0.1665642601029784,5.6,6
AS14.07,2014-04-24,train,0.16369694280165162,-0.48777690102589305,-0.4362884345562249,-0.06503172271791575,,,,0.027732244356444596,-0.6642043645844414,,,1.003,,-0.15796701423603182,-0.6399399470745132,-0.3922352044159576,-1.8892388189549971,-0.5511040338782225,1.0,0.1665642601029784,0.1665642601029784,3.3333333333333335,3
AS14.07,2014-04-25,train,-0.6184876393772432,-0.2798768101981718,-0.8022624015285764,-0.613439987341304,,,,-0.50423404741327,-0.17048234196728881,,,,,0.7648929110376276,0.5310113030228968,-2.9852000891551875,-4.793261954544581,-1.0872979637270261,,0.1665642601029784,0.1665642601029784,5.4,5
AS14.07,2014-04-26,train,-1.1637719489100156,-0.30517338507200276,0.7130255879526234,-0.33507386039749293,,,,0.25779687605165835,-0.2646036578796982,,409.774,,,0.7648929110376276,-0.7207203321607425,-2.1164359853991104,-2.145476154448195,-0.8375473084454205,,0.1665642601029784,0.1665642601029784,6.0,6
AS14.07,2014-04-27,train,-1.2163473486153875,-0.3965090689085354,0.40227743764598756,-0.14885824306445145,,,,0.09877994114964768,-0.4543731528264973,,53.51,,,-0.7732069644184714,-0.8795791349809146,-0.9689231654747964,-1.3767641479685995,0.16921047361933755,1.0,0.1665642601029784,0.1665642601029784,6.75,7
AS14.07,2014-04-28,train,-0.4423958425952293,1.0935922289952067,1.3696604033438404,0.3641283448815708,,,,0.7014601327731766,0.14031774699553223,1.004,286.976,7.209999999999999,,1.6877528363112868,0.5567564503014363,0.11880835972205694,-0.4158741398691046,1.7681725699807593,3.0,0.1665642601029784,0.1665642601029784,5.0,5
AS14.07,2014-04-29,train,-0.059165496895774765,0.9457821053239549,1.801499499788123,-0.5778329749881614,,14.065,,-0.43961881399323,-0.22746657364941567,,184.86200000000002,,,-0.7732069644184714,-1.3875001593730067,-0.7940542398991589,-2.6579508254345927,-0.311406066400669,9.0,0.1665642601029784,0.1665642601029784,5.0,5
AS14.07,2014-04-30,train,-1.1138292059149684,0.6313826830619429,1.069367630229033,0.23255290799665795,,,,2.6561828638796543,-0.856392170232925,,206.91199999999998,,,-0.7732069644184714,-2.7404345870391524,-0.45635803161072996,-2.6579508254345927,-0.47686973866923776,,0.1665642601029784,0.1665642601029784,5.0,5
AS14.07,2014-05-01,train,-0.35558268322050707,-0.4170099812021086,-0.21827789605109518,-0.16383336566721257,,,,-0.48050697555695054,-0.16799147157888428,,98.515,,,-0.7732069644184714,-2.3216979369197674,-2.4815522145659314,-2.6579508254345927,-1.1518791828065158,,0.1665642601029784,0.1665642601029784,6.2,6
AS14.07,2014-05-02,train,-0.7801566761821784,1.139224933416043,-0.7246083616605168,-0.5921795679078534,,,,1.0700740564516427,-0.1732986943789806,,112.095,,,-0.7732069644184714,-0.37031385154132435,-0.26109290922480577,-1.1205268124754006,-0.4358113910789891,,0.1665642601029784,0.1665642601029784,5.666666666666667,6
AS14.07,2014-05-03,train,-0.6218019808271538,-0.484151680601403,-1.1381611924412276,-0.37156403753607614,,,,-0.4601453622542334,0.0171093258109552,,,,,-0.7732069644184714,-0.629738584552425,-0.9605435009062073,-1.8038263737905968,-0.9009848473324898,,0.1665642601029784,0.1665642601029784,8.0,8
AS14.07,2014-05-04,train,-0.5588294932788525,-0.34879840558796626,-0.24433203520740615,-0.613612430100505,,,,-0.5712408377284605,-0.6260027260932801,,,,,-0.7732069644184714,-1.4040046198355536,0.44407249850364305,1.185609206963387,-0.7882137209804408,,0.1665642601029784,0.1665642601029784,5.5,6
AS14.13,2014-03-11,train,1.4001123559674014,-0.6904051556012895,-1.1741001677632616,-0.7423482021096041,,,,0.8603474759222484,-0.7063190433237204,,,,,-0.4655869893272516,-2.7404345870391524,0.6477388109318344,-0.0955774705026063,-1.1874310253561962,,0.1665642601029784,0.1665642601029784,7.0,7
AS14.13,2014-03-13,train,1.4001123559674014,-0.6904051556012895,-1.1741001677632616,-0.7423482021096041,,,,0.8603474759222484,-0.7063190433237204,,,,,-0.7732069644184714,-2.401382587854839,0.6477388109318344,-0.0955774705026063,-1.1874310253561962,,0.1665642601029784,0.1665642601029784,7.8,8
AS14.13,2014-03-14,train,1.4001123559674014,0.4952794042240546,-0.2669910294815033,-0.6994857009534449,,,,2.1217857449866258,-0.14679989678881294,535.169,,,,-0.7732069644184714,0.5283225780545531,1.6702693741949974,0.9293718714701881,0.26195943794354626,3.0,0.1665642601029784,0.1665642601029784,7.0,7
AS14.13,2014-03-15,train,1.4001123559674014,-0.360610662913619,-0.35962219706172144,-0.34378302554442797,,,,3.130264839336533,-0.36734195487359156,,,,,-0.7732069644184714,0.6673463902194289,-0.5658450973055991,-0.0955774705026063,-0.5719621860668199,3.0,0.1665642601029784,0.1665642601029784,6.4,6
AS14.13,2014-03-16,train,1.4001123559674014,-0.6002181044393613,-1.0718217475192362,-0.799631430455766,,,,6.739968504023973,-0.6256534030300707,,129.845,,,-0.7732069644184714,-0.3880903410309484,-1.1834661280091505,-0.8642894769822017,-0.15224086457258246,,0.1665642601029784,0.1665642601029784,6.6,7
AS14.13,2014-03-17,train,1.4001123559674014,-0.16683705769055307,-1.0757405979701888,-0.799631430455766,,,,0.3428404821622933,-0.49688069044101774,236.148,,12.518,,-0.7732069644184714,0.7112630830299409,0.26514464239866,-0.608052141489004,-1.048496015700233,,0.1665642601029784,0.1665642601029784,7.0,7
AS14.13,2014-03-18,train,1.4001123559674014,-0.3801301485548402,-0.9474548740272195,-0.6454579340426657,,,,1.5280316762246346,-0.4955383362366966,,,,,-0.7732069644184714,-0.19376486299034343,0.05937209143347753,-0.0955774705026063,-0.8213780573107278,,0.1665642601029784,0.1665642601029784,7.8,8
AS14.13,2014-03-19,train,1.4001123559674014,-0.4484737926938053,0.6813162802077041,0.8715113489608476,,,,10.389209434426316,-0.6412402603044939,,,,,-0.7732069644184714,-0.43789117811360645,1.121799781914158,0.9293718714701881,1.36564226474526,,0.1665642601029784,0.1665642601029784,6.4,6
AS14.13,2014-03-20,train,1.4001123559674014,-0.25929956472052684,1.0669551783977538,-0.37047619769999524,,,,-0.23517800617462753,-0.583078488563596,,,,,-0.7732069644184714,1.495518652131396,-1.5571093963319698,-0.8642894769822017,0.3894261885257328,,0.1665642601029784,0.1665642601029784,6.4,6
AS14.13,2014-03-21,train,-0.5363307786731822,-0.5814982997741305,1.2451956011682386,0.309628374901204,,,,-0.1754833323434601,-0.7460309598656122,47.006,,,,-0.7732069644184714,0.8923463265367644,0.21361923448615763,-0.8642894769822017,1.6829896052268771,2.0,0.1665642601029784,0.1665642601029784,8.4,8
AS14.13,2014-03-22,train,-0.44732285376732334,0.14211847574551173,0.47539950834847333,2.1954801172833194,,,,0.7905171562021102,-0.3517022326845582,,,,,-0.7732069644184714,2.0007882307824616,2.095366158274489,1.6980838779497847,1.4286884168414997,,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-03-23,train,-0.20688492558014904,-0.3244263103878939,0.38229913464081633,-0.09781357472639202,,,,0.3407041817502049,-0.6285340225928573,,19.359,,,-0.7732069644184714,2.7798889733271666,0.2780305070659002,0.4168972004837914,0.3174507136191869,2.0,0.1665642601029784,0.1665642601029784,8.8,9
AS14.13,2014-03-24,train,1.5900217933094214,-0.4689880330036449,-0.18307977250922855,0.0088334079592631,,,,-0.22238376583899544,-0.7680352031469485,,,,,-0.4655869893272516,2.0943098288869497,2.2846708592494287,2.2105585489361825,-0.5386319095612824,,0.1665642601029784,0.1665642601029784,7.6,8
AS14.13,2014-03-25,train,-0.4034623208097714,-0.6129160690278155,0.3106860172193144,-0.5247979626537168,,,,0.09874459794430081,-0.6052516922582946,550.99,,25.496,,-0.4655869893272516,1.7861902530557086,2.5566484282952033,0.6731345359769891,0.2205203458401869,,0.1665642601029784,0.1665642601029784,8.4,8
AS14.13,2014-03-26,train,1.5541518657519917,-0.40642026645944723,1.3038540310820619,0.44024006627207823,,,,0.24806571351277054,-0.6334307648795086,,,,,-0.7732069644184714,-1.5090878768843858,0.5182331015336759,1.6980838779497847,0.7574365748576906,1.0,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-03-27,train,-0.3125371570052755,-0.7346505346925666,0.02835166156650973,0.3217299887221398,,,,1.4547102332207715,-0.5210596511900498,289.617,,,,-0.7732069644184714,-1.515055135425502,0.6477388109318344,0.4168972004837914,0.47953123757875954,1.0,0.1665642601029784,0.1665642601029784,7.6,8
AS14.13,2014-03-28,train,1.858920186665559,0.831674899877173,-0.12707733880499295,2.1534250350277175,,,33.368,-0.013348341325276557,0.7597691216273073,207.31400000000002,,,,-0.7732069644184714,-1.4361570612179886,1.1772410052128528,0.6731345359769891,0.3706309211933301,,0.1665642601029784,0.1665642601029784,7.2,7
AS14.13,2014-03-29,train,2.188248790876748,-0.5479904552422885,0.11434241284587401,0.1122491034281148,,,,-0.1452020594066709,-0.4362270117447621,,,43.997,,-0.7732069644184714,-2.2211559138935737,0.6477388109318344,0.16065986499059257,-0.023803627539330123,,0.1665642601029784,0.1665642601029784,6.2,6
AS14.13,2014-03-30,train,-0.2883169918204266,-0.7230466790758083,0.3444501242119842,-0.2984789283117317,,,,1.8338564320926585,-0.7883913049727862,,,,,-0.7732069644184714,-0.6503894734140436,0.24257405253183387,-1.1205268124754006,0.1758127645078595,,0.1665642601029784,0.1665642601029784,7.0,7
AS14.13,2014-03-31,train,1.445065909911196,-0.3418908582483882,-0.08144597846932558,0.443611563956643,,,,-0.31415828905683524,-0.4105937475604693,,,,,-0.7732069644184714,-1.2073515803089747,-0.20133835071428174,-0.0955774705026063,0.031073232585272868,,0.1665642601029784,0.1665642601029784,7.5,8
AS14.13,2014-04-01,train,2.843657656621009,1.3409929251233281,-0.3100217446026532,0.2777377457510282,,,,-0.2805979520684031,-0.6242156846660603,,13.518999999999998,,,-0.15796701423603182,-1.7082136217750585,0.568429525488997,0.5450158682303903,-0.2134205512451834,3.0,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-04-02,train,2.198964033965926,-0.43982875668821153,1.3044237205543967,-0.37278402976705866,,,,-0.21413701792468373,-0.6207100152305279,,,,,-0.15796701423603182,-1.4986051101949607,0.6477388109318344,0.4168972004837914,1.1998350997996408,,0.1665642601029784,0.1665642601029784,7.6,8
AS14.13,2014-04-03,train,1.5571206550082293,0.24132617064418058,0.7754913147734885,-0.26700731895026847,,,,-0.08805209636049109,-0.8744388008871584,,,,,-0.15796701423603182,-1.1242575539461879,1.4149290703776667,0.6731345359769891,0.37749107309258345,7.0,0.1665642601029784,0.1665642601029784,7.8,8
AS14.13,2014-04-04,train,0.5336361360114956,0.06547026583467026,0.17553932454898202,-0.11597002449422508,,,,0.18515480799502176,-0.48865553166782183,,,,,-0.15796701423603182,-0.6267960085511316,0.7267724881947145,0.9293718714701881,0.585695719587694,3.0,0.1665642601029784,0.1665642601029784,6.8,7
AS14.13,2014-04-05,train,0.1491418925989187,-0.6448766520349002,1.6168179242990361,-0.1629614821837757,,,,0.3276429038630617,-0.8012105284823154,,,,,-0.15796701423603182,0.48681166678573573,0.38326159859292586,-0.35181480599580517,1.3269835189952015,,0.1665642601029784,0.1665642601029784,6.25,6
AS14.13,2014-04-06,train,1.7132329271872873,-0.11431619213561733,1.0329637065484116,-0.3019084441208875,,,,-0.17359836139161744,-0.3624058230427209,140.01999999999998,211.247,,,-0.15796701423603182,0.6525153238564686,-0.016904170188883943,-1.056467478602101,0.43028231265402184,,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-04-07,train,1.5956694730625516,-0.44721368933769906,-0.02041001042880586,-0.5285771988249904,,,,3.1392812837228474,-0.3249670978290735,,,,,-0.7732069644184714,0.07029909730459212,0.6477388109318344,0.4168972004837914,0.14930248599314452,1.0,0.1665642601029784,0.1665642601029784,8.2,8
AS14.13,2014-04-08,train,-0.15750820793157694,0.4612129946468616,1.4365780532758703,0.7269656380007066,,,,-0.12324607484052026,-0.7288975446970984,,,24.576,,-0.4655869893272516,1.275141281565447,1.5974075614449392,1.4418465424565847,0.9115553575020352,,0.1665642601029784,0.1665642601029784,7.8,8
AS14.13,2014-04-09,train,0.471810144872543,0.01666549354240513,2.3057564319668473,-0.47619650200676644,,,,2.828708757269871,-0.7820983070002503,,,39.934,,0.14965296085518798,-0.3492188762675718,1.1699073855157163,0.9293718714701881,1.0173652166481686,,0.1665642601029784,0.1665642601029784,7.6,8
AS14.13,2014-04-10,train,1.6071882479628374,-0.4497884197528198,1.3234840485951767,-0.47619650200676644,,,15.069,0.22643567184037602,-0.7985755752874238,,,,,-0.7732069644184714,0.6748898618190138,0.679001439439677,0.6731345359769891,0.05050178355291734,,0.1665642601029784,0.1665642601029784,6.8,7
AS14.13,2014-04-11,train,3.1296293738264174,-0.24431766279913014,-0.29257596251037515,-0.47619650200676644,,,,0.29962752309130025,-0.7473453267621983,,,,,-0.7732069644184714,0.8865213287435608,1.1094354127831525,-0.35181480599580517,-0.5631063973411805,,0.1665642601029784,0.1665642601029784,6.8,7
AS14.13,2014-04-12,train,-0.4327596299537035,-0.4345448040574626,0.4770830301523704,-0.6602735068028015,,,232.75699999999998,-0.24906395885320182,-0.5848924807315975,,,,,0.14965296085518798,1.1736947323609748,0.6109868635956804,-0.35181480599580517,0.22897216920598742,6.0,0.1665642601029784,0.1665642601029784,6.6,7
AS14.13,2014-04-13,train,0.1002642812317707,-0.5789138762562704,0.9283137090540815,-0.6602735068028015,,,,0.40230738867011306,-0.7632037645783453,,,,,0.14965296085518798,1.1260895117745824,0.4763301923221414,-0.608052141489004,0.4769627932602573,2.0,0.1665642601029784,0.1665642601029784,6.8,7
AS14.13,2014-04-14,train,1.1471727646621197,-0.37291848011681733,0.15783381855676032,-0.6602735068028015,,,,0.1795470194132897,-0.7164317905185912,,56.775999999999996,,,0.14965296085518798,-0.4368870070659267,0.5900813704635173,-0.35181480599580517,-0.17228479687234247,,0.1665642601029784,0.1665642601029784,6.0,6
AS14.13,2014-04-15,train,2.1868091404067225,0.4881828413810604,0.20300533985646196,-0.6602735068028015,,,,0.3800765125068186,-0.7014295570057412,,,,,-0.4655869893272516,-0.9472047077244992,-0.6846412884932982,-1.3767641479685995,-0.2947239953168863,1.0,0.1665642601029784,0.1665642601029784,6.0,6
AS14.13,2014-04-16,train,1.8846838058561264,-0.12089053906853262,0.8678900081744125,-0.6602735068028015,,,91.27499999999999,0.11865853064595518,-0.6094228376777453,,,,,-0.4655869893272516,-0.24626102918102674,0.3409813940322491,-1.3767641479685995,0.644508216739056,,0.1665642601029784,0.1665642601029784,6.4,6
AS14.13,2014-04-17,train,-0.9490473566954979,-0.4352003001302063,0.09795596364385793,-0.7419324055500354,,,66.806,4.644615158841584,-0.5688899601089636,,,,,-0.4655869893272516,-1.4185867451964969,0.5031368299967376,-0.8642894769822017,0.539353408616467,1.0,0.1665642601029784,0.1665642601029784,3.5,4
AS14.13,2014-04-18,train,-0.21624710886536885,-0.6954588970419805,-1.1635289792586714,-0.7419324055500354,,,,-0.459202876778312,-0.8729927899875228,,,,,-0.4655869893272516,-1.26964865273941,-3.0236324711603078,-4.579730841633583,-1.2357946128940078,,0.1665642601029784,0.1665642601029784,7.2,7
AS14.13,2014-04-19,train,0.9546635500195699,1.0380434804720888,0.39192935622921765,-0.24703780278896714,,,119.25999999999999,1.5037273320143139,-0.697499931686373,15.463,,,,-0.7732069644184714,-0.7852320418322641,0.5912836311857601,0.16065986499059257,0.23637658655409724,,0.1665642601029784,0.1665642601029784,6.6,7
AS14.13,2014-04-20,train,1.158305745471874,-0.7346820372764693,-0.32770340708930645,-0.8423617792170235,,,15.035,-0.26104530546585186,-0.7045205996600159,,,,,-0.7732069644184714,-2.0893323818623926,0.04696887504157101,-0.608052141489004,-0.8250074541885607,,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-04-21,train,0.15525562165385062,-0.48855719579640494,-0.320657651193787,-0.8423617792170235,,,,3.5144847516871303,-0.7719503165289725,43.746,,,,-0.7732069644184714,-1.896915682816267,0.6477388109318344,0.4168972004837914,0.5124575484937689,,0.1665642601029784,0.1665642601029784,5.75,6
AS14.13,2014-04-22,train,1.2427854167135655,0.354708816661201,-0.2491535326548842,-0.8423617792170235,,,,-0.329057413622025,-0.5028741205640952,,,,,-0.7732069644184714,-1.6856455339998675,-0.04739809226478016,-1.6970608173350978,-0.203928577503998,1.0,0.1665642601029784,0.1665642601029784,7.4,7
AS14.13,2014-04-23,train,2.841987250072698,-0.16157612617880993,-0.30352524088898186,-0.8423617792170235,,,,-0.22444152579475696,-0.544202044985938,70.989,,,,-0.15796701423603182,-0.9820110998107459,0.6477388109318344,0.4168972004837914,-0.505179718448752,2.0,0.1665642601029784,0.1665642601029784,7.666666666666667,8
AS14.13,2014-04-24,train,2.834701871174687,-0.19925927471559587,-0.6381279669632258,-0.8423617792170235,,,,0.07725985611611062,-0.6351639048251649,,,,,-0.4655869893272516,0.7624203223971535,0.6545975452105193,0.7585469811413895,-0.733841452460859,,0.1665642601029784,0.1665642601029784,7.75,8
AS14.13,2014-04-25,train,2.8610348565663615,-0.1248647111916366,0.12489742182882864,-0.8423617792170235,,,,0.09923154877352669,0.019342091028026916,,291.881,,,-0.4655869893272516,0.22068550435077997,1.4401065878973294,0.8653125375968886,-0.3627836700609194,,0.1665642601029784,0.1665642601029784,8.8,9
AS14.13,2014-04-26,train,0.2735505499892672,-0.5994838519068609,0.03375647334664802,-0.8423617792170235,,,,0.5381273997960099,-0.5415577626884683,220.72899999999998,,,,-0.4655869893272516,-2.336261286985655,2.1371987867222977,2.2105585489361825,-0.3547208147078203,,0.1665642601029784,0.1665642601029784,8.0,8
AS14.13,2014-04-27,train,1.1845534098656096,-0.21934701850490732,1.391284759787015,-0.8423617792170235,,,16.433,4.757053676118999,-0.1546187213163764,275.659,,69.928,,-0.4655869893272516,-0.5410258868663463,1.6424141767292768,1.185609206963387,1.963060390821237,,0.1665642601029784,0.1665642601029784,8.166666666666666,8
AS14.13,2014-04-28,train,1.5075069822026037,-0.2122807466079736,0.6629576324736567,-0.8423617792170235,,,16.323,0.2066945281426405,-0.3215163664420579,165.71499999999997,,,,-0.4655869893272516,-2.2396395708222783,0.6477388109318344,1.399140319874385,0.70462743506933,,0.1665642601029784,0.1665642601029784,8.5,8
AS14.13,2014-04-29,train,1.7579226426324746,-0.269877163084764,0.14662822249329127,-0.8423617792170235,,,15.158,0.16801335340170237,-0.7205728754964006,333.575,,,,-0.4655869893272516,-1.7972697799299038,0.9376722951699392,1.8262025456963835,-0.04337005877976472,,0.1665642601029784,0.1665642601029784,7.833333333333333,8
AS14.13,2014-04-30,train,1.4588543050801874,-0.6593351264083759,0.7615036925424269,-0.8423617792170235,,,118.425,0.1471019569046977,-0.5159804731196452,242.522,,,,-0.4655869893272516,-1.5170757406014888,0.6491703277675286,0.9720780940523877,0.2088121281741473,,0.1665642601029784,0.1665642601029784,8.333333333333334,8
AS14.13,2014-05-01,train,0.05670859790268719,-0.6272473214278381,0.09010974720425009,-0.8423617792170235,,,98.043,1.5568049723999495,-0.5169196027791936,268.906,142.69,,,-0.4655869893272516,-1.4378437435498237,2.4791776421300695,1.6126714327853855,-0.10799143303647592,,0.1665642601029784,0.1665642601029784,8.0,8
AS14.13,2014-05-02,train,0.792323110227141,0.22357567625287775,0.8021006669880396,-0.8423617792170235,,,67.646,-0.1255865804390582,-0.3652335776908971,146.44299999999998,,,,-0.4655869893272516,-2.1051360331371956,-0.07158817066049612,1.185609206963387,0.2259804074571303,,0.1665642601029784,0.1665642601029784,7.25,7
AS14.13,2014-05-03,train,0.792323110227141,-0.7215224386700569,-1.3603392350982395,-0.8423617792170235,,,,-0.1255865804390582,-0.8328175280175758,,,,,-0.4655869893272516,-0.4125281164879776,1.4612091341718714,0.224719198863892,-1.6908283006018097,,0.1665642601029784,0.1665642601029784,8.0,8
AS14.14,2014-03-19,train,0.3106894155493458,1.138894156285065,0.3076902510553745,-0.7440726297016138,,,,8.062770431616462,0.14608313238891799,,,,,-0.7732069644184714,-1.26964865273941,0.6477388109318344,-0.0955774705026063,0.27933961764650267,1.0,0.1665642601029784,0.1665642601029784,7.0,7
AS14.14,2014-03-20,train,0.3106894155493458,1.138894156285065,0.3076902510553745,-0.7440726297016138,,,,8.062770431616462,0.14608313238891799,,,,,-0.7732069644184714,0.9365302487102038,0.36902338981863225,-0.0955774705026063,0.27933961764650267,,0.1665642601029784,0.1665642601029784,6.4,6
AS14.14,2014-03-21,train,0.3106894155493458,1.138894156285065,0.3076902510553745,-0.7440726297016138,373.262,,,8.062770431616462,0.14608313238891799,63.638,,,,1.6877528363112868,-1.2595997472060756,-0.7899287496022361,-0.8642894769822017,0.27933961764650267,,0.1665642601029784,0.1665642601029784,5.8,6
AS14.14,2014-03-22,train,-0.42797483788120944,2.00587676787,1.1313684086913107,0.061670191701355084,281.008,,,2.6343643251120747,0.17006825511771226,,,2.043,,1.6877528363112868,-0.8139352103335564,-1.6661371874338191,-1.6330014834617983,1.3467739446615812,,0.1665642601029784,0.1665642601029784,6.0,6
AS14.14,2014-03-23,train,-0.7101704132651876,1.6363647867081372,0.3340739415207942,-0.5155086162608721,159.62400000000002,,,0.5900740576105408,0.131274736896306,,,,,1.6877528363112868,-0.5866221455871827,-1.1119448990883158,-1.3767641479685995,0.4798442512291917,,0.1665642601029784,0.1665642601029784,6.5,6
AS14.14,2014-03-24,train,-0.5631906189550331,1.358831869077127,1.9582969470685088,-0.4776969151732722,691.799,,,1.117335776046281,-0.12512839149943558,210.029,,,,1.6877528363112868,-1.0272576827509963,-0.8193478056205666,-0.7361708092356029,1.2068631289728475,,0.1665642601029784,0.1665642601029784,5.75,6
AS14.14,2014-03-25,train,-0.5144206453987419,1.1216525497875742,1.381607702741247,-0.4776969151732722,274.132,,,2.3536882233598857,-0.10323402431513239,1189.606,,,,-0.7732069644184714,0.2904952982400849,-2.016436397609589,-1.6970608173350978,0.954569186510759,1.0,0.1665642601029784,0.1665642601029784,7.0,7
AS14.14,2014-03-26,train,-0.044416914059045624,1.3327453063300452,1.4907487948201756,-0.2518790929631701,6.048,,,4.8185469264000504,0.04898790588793931,104.189,,,,-0.7732069644184714,-0.16202029967933737,0.747877412483168,-0.0955774705026063,1.1427792464327946,1.0,0.1665642601029784,0.1665642601029784,6.6,7
AS14.14,2014-03-27,train,-0.5783477380735956,0.9279237751646774,2.183987649028037,-0.46546798380115084,155.584,,,-0.2193481772019655,0.07601742575811667,1.008,,,,-0.7732069644184714,-1.26964865273941,0.26497823681873983,-0.608052141489004,1.042982903863823,,0.1665642601029784,0.1665642601029784,6.2,6
